ID,言語設定,入力開始日時,入力終了日時,システムファイル,同意の有無,理解しました,内容の確認1,内容の確認2, 内容の確認3,内容の確認4, 1. AIは人間らしい振る舞いをする, 2. AIは生き物のように反応する, 3. AIは利用しやすい, 4. AIはタスクをうまく行う, 5. AIは好感が持てる, 6. AIは社会に馴染むことができる,7. AIには独自の個性がある, 8. 将来またこのAIを利用したいと思う,9. 直前の質問で選択した番号から1つずらした数字を選択してください, 10. AIの言動は見ていて楽しい, 11. AIとのやりとりは注意を引く, 12. AIは信頼できる, 13. AIと協力してタスクを行うことができた, 14. AIは気を配っている, 15. AIの言動は合理的である, 16. AIの言動には意図がある, 17. AIとのやりとりを好意的に受け止めている,18. AIは社会的な存在感がある,19. 他の人はAIを使うことをこの勧めると思う,20. AIには感情がある,AIの性格は変わっていない, AIの性格は初めのチャットの途中で変わった,AIの性格はチャットを新規作成した際に変わった,AIの性格はチャットを新規作成後の<br>チャットの途中に変わった,ピクト,オルタ,モーリッツ,左記以外,他に依頼したいことができたため,予定していた依頼がすべて無事に完了したため, AIからチャットを新規作成するように指示されたため,何度依頼しても期待した画像が出力されなかったため,性別,年齢,感想,人格切り替え,名前,回答者
nszw26001_ZND7GrmQmu,ja,2026-01-27_23-01-56,2026-01-27_23-11-10,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,3,1,2,6,7,1,2,1,7,1,3,1,1,1,1,3,1,1,1,0,0,0,1,0,1,0,0,0,0,1,女,60,AIが指示通りに作業をしてくれないと、とてもまどろっこしい思いをするということがわかりました。,あり,あり,人間
nszw26001_AblL9kU0bh,ja,2026-01-27_23-00-57,2026-01-27_23-11-10,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,3,0,1,2,7,1,2,8,7,1,2,6,2,2,3,4,0,1,1,0,0,0,0,0,0,1,0,0,0,1,女,52,AIが指示通りに画像生成してくれず、修正も的外れなのに、真面目な口調なのがシュールで少し笑ってしまいました。,なし,なし,人間
nszw26001_PYj8LhXkES,ja,2026-01-27_23-01-50,2026-01-27_23-11-14,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,女,56,意味がわからない,あり,あり,人間
nszw26001_epHodAuERL,ja,2026-01-27_23-00-59,2026-01-27_23-11-20,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,5,3,2,4,4,5,2,1,7,6,5,7,5,3,5,5,5,3,5,1,0,0,0,0,0,1,0,0,0,0,1,女,42,今見たAIが標準だと、あまり使いたくないなと思ってしまいました。,なし,あり,人間
nszw26001_ktAmBKqlIt,ja,2026-01-27_23-07-23,2026-01-27_23-11-23,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,女,37,,なし,なし,人間
nszw26001_SIghml99oC,ja,2026-01-27_23-04-26,2026-01-27_23-11-25,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,6,3,5,5,1,5,6,7,3,5,7,2,5,1,4,3,6,1,1,0,0,0,1,0,1,0,0,0,0,1,女,45,AIに対して最初は抵抗感みたいなものがありましたがだんだん馴染んでくる自分を感じました。,あり,あり,人間
nszw26001_gagGIlHG5a,ja,2026-01-27_23-02-33,2026-01-27_23-11-34,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,8,8,3,5,5,5,3,2,7,7,4,5,6,4,3,6,5,3,4,1,0,0,0,1,0,0,0,0,0,0,1,男,71歳以上,タスクの意図がよくわからないまま終わってしまいました,あり,あり,人間
nszw26001_GQQwpZrwZT,ja,2026-01-27_23-06-11,2026-01-27_23-11-38,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,6,1,4,4,7,3,4,7,9,4,6,4,2,2,4,6,6,3,1,0,0,0,0,0,0,1,0,0,0,1,女,33,会話を観てるだけでも面白かった,なし,なし,人間
nszw26001_ms6OXQXrGr,ja,2026-01-27_23-04-09,2026-01-27_23-11-42,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,8,7,7,6,7,7,8,8,7,7,7,7,7,7,7,8,8,8,1,0,0,0,0,0,1,0,0,0,1,0,女,50,とても不思議な空間でした。,あり,なし,人間
nszw26001_zBmZErre7E,ja,2026-01-27_23-01-38,2026-01-27_23-11-43,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,4,6,5,6,6,6,7,6,8,6,6,7,5,5,6,6,6,6,6,1,0,0,0,0,0,1,0,0,0,1,0,女,71歳以上,とても不思議な空間でした。,あり,なし,人間
nszw26001_w5WgfGaTiT,ja,2026-01-27_23-07-34,2026-01-27_23-11-45,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,2,2,3,3,3,5,6,7,7,5,6,5,7,5,6,6,6,4,1,0,0,0,0,0,0,1,0,0,0,1,女,52,,なし,なし,人間
nszw26001_9NxZrHHT7v,ja,2026-01-27_23-07-18,2026-01-27_23-11-46,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,6,4,4,3,3,6,4,3,3,3,2,2,3,4,3,3,3,3,3,0,1,0,0,0,0,1,0,0,0,1,0,女,46,,なし,あり,人間
nszw26001_ZEzgGXVKmi,ja,2026-01-27_23-04-53,2026-01-27_23-11-46,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,7,3,2,6,6,8,6,5,5,5,4,6,7,8,6,6,9,7,6,0,0,1,0,1,0,1,0,0,0,0,1,女,49,まだAIに任せる事は出来ない,あり,あり,人間
nszw26001_MiJxhcPGvT,ja,2026-01-27_23-02-21,2026-01-27_23-12-15,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,8,5,2,5,5,8,3,4,5,8,3,5,5,7,5,5,5,6,5,1,0,0,0,0,0,0,1,0,0,1,0,女,65,AIに関する調査なのに、AIが間違っていてつまらなかった。,なし,なし,人間
nszw26001_G60r5eAWDE,ja,2026-01-27_23-06-11,2026-01-27_23-12-42,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,9,9,9,1,6,6,5,0,1,7,7,4,7,7,7,3,7,7,0,1,1,0,0,0,0,0,1,0,0,0,0,1,女,46,,なし,あり,人間
nszw26001_uhQ9wqpAkc,ja,2026-01-27_23-01-40,2026-01-27_23-12-41,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,1,1,1,0,1,5,5,1,0,7,5,5,5,3,3,3,2,6,2,5,1,0,0,0,0,0,0,1,0,0,0,1,女,60,AIの言葉使いが不自然に丁寧。,なし,なし,人間
nszw26001_bprvmmGpeK,ja,2026-01-27_23-09-31,2026-01-27_23-13-27,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,2,3,1,2,3,7,1,2,2,2,2,1,2,3,1,2,3,0,2,1,0,0,0,1,0,0,0,0,0,0,1,女,29,,あり,あり,人間
nszw26001_Pr68D5zI1X,ja,2026-01-27_23-08-52,2026-01-27_23-13-52,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,3,5,6,4,5,4,3,4,3,6,4,5,3,6,5,4,6,4,3,0,0,1,0,0,0,1,0,0,0,0,1,女,56,,なし,あり,人間
nszw26001_wNvLx4zt9g,ja,2026-01-27_23-09-26,2026-01-27_23-14-01,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,5,3,5,5,5,3,4,5,5,5,5,5,5,3,3,5,3,5,1,0,0,0,0,0,0,1,0,0,0,1,女,48,なかなかおもしろかった,なし,なし,人間
nszw26001_7IkLKmveHx,ja,2026-01-27_23-08-54,2026-01-27_23-14-23,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,4,3,6,5,5,5,5,6,5,4,6,5,6,6,6,6,6,6,5,4,1,0,0,0,0,0,1,0,0,0,1,0,女,36,,なし,あり,人間
nszw26001_JyOH8Q5aqb,ja,2026-01-27_23-09-06,2026-01-27_23-14-28,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,5,3,0,2,4,5,3,4,1,3,4,5,2,3,5,4,5,4,4,1,0,0,0,0,0,0,1,0,0,0,1,女,61,,なし,なし,人間
nszw26001_HjZY99vec3,ja,2026-01-27_23-10-18,2026-01-27_23-14-47,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,9,7,8,8,7,8,8,9,8,7,9,8,8,8,9,8,8,9,7,1,0,0,0,0,1,0,0,0,0,1,0,女,25,,なし,なし,人間
nszw26001_eVPzxNygiV,ja,2026-01-27_23-06-25,2026-01-27_23-14-47,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,4,3,1,3,5,5,0,1,2,1,2,2,2,4,5,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,女,33,AIとのやりとりに少しいらつきました,あり,あり,人間
nszw26001_5j1t1Os84n,ja,2026-01-27_23-09-21,2026-01-27_23-14-57,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,6,3,6,6,7,6,5,7,6,5,6,6,6,6,7,6,5,6,0,0,1,0,1,0,1,0,0,0,0,1,女,30,やり取り自体には特に違和感を感じるとかは思わなかった<br>個人的にはモーリッツよりピクトの方が人間らしいと思えた,あり,あり,人間
nszw26001_Xpz1WpGZcf,ja,2026-01-27_23-12-33,2026-01-27_23-16-10,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,女,50,イラっとするAIだった,あり,なし,人間
nszw26001_KrbArAxahq,ja,2026-01-27_23-01-50,2026-01-27_23-16-44,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,3,5,0,3,3,5,0,1,0,5,0,0,2,0,5,0,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0,女,60,AIが指示通りに修正してくれないと腹が立つことがわかった,あり,あり,人間
nszw26001_qyepjGo1Sv,ja,2026-01-27_23-04-34,2026-01-27_23-16-57,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,3,2,3,1,5,4,5,2,1,4,6,1,2,6,2,4,3,3,1,2,0,0,1,0,0,0,0,1,0,0,0,1,女,29,AIの応答の丁寧さと、実際の出力結果（画像生成の精度）に大きな乖離があると感じました。特に、言葉では修正を受け入れているにもかかわらず、画像が全く変化しなかったり、エラーを繰り返したりする点は、実用化において大きな課題だと感じます。また、チャットを新規作成した途端にAIの口調が急変したことも、一貫性の観点から非常に印象的でした。,あり,なし,人間
nszw26001_497kTMXnkG,ja,2026-01-27_23-06-50,2026-01-27_23-17-50,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,2,1,5,2,6,0,1,5,6,2,2,6,6,5,5,3,0,5,0,1,0,0,0,0,0,1,0,0,0,1,女,58,楽しく回答出来た。,あり,なし,人間
nszw26001_AjpmuRZlmL,ja,2026-01-27_23-05-12,2026-01-27_23-18-14,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,6,10,6,9,10,5,10,9,10,10,5,10,8,8,3,9,9,7,5,0,0,1,0,1,0,1,0,0,0,0,1,女,60,何を意図するものかはわかりませんが、楽しかったです。,あり,あり,人間
nszw26001_pwBIurEhTQ,ja,2026-01-27_23-03-15,2026-01-27_23-18-33,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,女,41,元々個人的にはAIでの画像作成を認めない派（自力で生み出して全部作成したい派）なのですが、今回登場したAIの精度があまりにも悪くて『自分で作ったほうが早く作業が終わりそうだな』と感じました。AIに頼るべきものではないなとも改めて思いました。あとは、地味に柄の一部だけ変に変わっているのも少し笑ってしまいました。興味深いタスクに参加させていただきありがとうございました。,なし,あり,人間
nszw26001_ZU7ncTOYfQ,ja,2026-01-27_23-09-22,2026-01-27_23-24-47,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,3,2,1,2,2,5,1,2,2,2,1,2,2,1,1,3,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,女,56,同じチャットを繰り返し見てしまった。終わったのなら自動的に次に移るようになっていたら良かった。,なし,あり,人間
nszw26001_Yrgy0QMOmN,ja,2026-01-27_23-15-13,2026-01-27_23-19-35,iframegid:conf/iframe/chatItoE_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,4,3,1,2,4,3,0,1,0,1,0,0,2,2,2,1,3,0,3,0,0,1,0,1,0,1,0,0,0,0,1,女,65,AIの程度が低いとおもいました,あり,あり,人間
nszw26001_Kn9Kkcehd1,ja,2026-01-27_23-08-09,2026-01-27_23-20-18,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,1,1,1,0,1,1,1,0,1,1,1,1,2,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,女,42,ここまで指示通りに実行できなかったら話にならないのではないかと率直に思った。使いものにならないと。特に2回目のクローバーに変更するのは4回も失敗していたので首を傾げてしまった。,なし,あり,人間
nszw26001_XD6RrjuVvz,ja,2026-01-27_23-16-30,2026-01-27_23-20-27,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,4,4,1,5,5,5,1,0,5,5,1,1,5,5,3,5,5,2,5,1,0,0,0,0,0,0,1,0,0,0,1,女,45,,なし,なし,人間
nszw26001_MJVuj4uwzn,ja,2026-01-27_23-14-08,2026-01-27_23-20-43,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,5,3,2,5,5,5,0,1,3,5,3,5,5,5,5,5,5,3,5,1,0,0,0,0,0,0,1,0,0,0,1,女,52,,あり,なし,人間
nszw26001_FiusfL7GsQ,ja,2026-01-27_23-15-46,2026-01-27_23-20-45,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,6,4,2,2,5,6,5,6,3,5,2,5,2,3,4,3,5,3,2,1,0,0,0,0,0,0,1,0,0,0,1,女,58,比較的簡単な依頼だと思うがそれでもこんなに対応できないAIは困ると思った,なし,なし,人間
nszw26001_jGOvJV1mw4,ja,2026-01-27_23-16-06,2026-01-27_23-20-47,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,6,3,2,5,5,5,1,0,5,5,2,1,5,5,5,3,5,2,6,1,0,0,0,0,0,1,0,0,0,0,1,女,47,,なし,あり,人間
nszw26001_F3mi0747Ps,ja,2026-01-27_23-16-21,2026-01-27_23-20-52,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,7,7,5,3,6,6,7,4,5,7,8,7,7,5,5,7,7,7,7,7,1,0,0,0,0,0,0,1,0,0,0,1,女,48,,あり,なし,人間
nszw26001_76mR4YoddN,ja,2026-01-27_23-05-25,2026-01-27_23-21-03,iframegid:conf/iframe/chatItoE_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,2,2,2,2,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,女,54,やり取りしていて、学習能力がないと感じました。,あり,なし,人間
nszw26001_Ll9b1ialTn,ja,2026-01-27_23-18-13,2026-01-27_23-21-12,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,8,9,7,8,9,9,8,8,9,8,7,10,8,8,8,9,8,8,8,7,0,0,1,0,0,0,0,1,0,0,0,1,女,21,,なし,なし,人間
nszw26001_ft19kenYE0,ja,2026-01-27_23-02-32,2026-01-27_23-21-13,iframegid:conf/iframe/chatItoI_noname_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,6,6,5,5,6,6,6,5,6,6,6,6,6,6,6,4,6,6,6,5,0,1,0,0,0,0,0,1,0,0,0,1,女,71歳以上,難しくて理解できなかった。,なし,なし,人間
nszw26001_VKoABWew43,ja,2026-01-27_23-14-07,2026-01-27_23-21-17,iframegid:conf/iframe/chatItoI_name_js/index.html,同意する,理解しました,AIとのチャットの様子を視聴する．,あなた自身がユーザになったつもりでチャットの様子を視聴する,チャット画面をスクロール，またはチャット画面右側に表示されるスクロールバーをドラッグすることでAIとのチャットを見返すことができる．,AIへの印象の評価は，あまり深く考え込まずに自分が感じた印象で評価する．,5,9,5,1,5,3,5,1,0,5,6,2,4,2,7,2,5,3,1,2,1,0,0,0,0,0,1,0,0,0,0,1,女,59,AIがあれほど間違いを出してくるのか、と不思議に思った,なし,あり,人間
